is_muted,time_unmuted,is_speaking,speaking_duration,camera_on,hand_raised,hand_raise_count,message_length,hesitation_count,has_question,confidence_level,missing_assignments,grade_average,grade_trend,days_since_submission,late_submissions,struggle_label,_latent_p
1,0,0,0,0,0,1,0,3,0,0,0,80,100,0,0,1,0.8288264827087268
0,0,1,0,1,0,0,20,1,0,27,0,80,100,0,0,0,0.005898203612506434
0,171,0,0,0,0,0,0,0,0,61,1,64,101,8,1,0,0.006867565498875526
0,178,0,0,0,1,4,0,0,0,47,3,70,105,1,0,0,0.00381344663644616
0,274,0,0,1,1,1,0,0,0,74,2,47,93,5,1,0,0.28438161812736074
0,285,1,104,1,1,0,18,2,0,48,0,78,110,0,2,0,0.03241843286598055
1,178,0,0,0,0,0,0,0,0,100,6,51,92,17,0,1,0.7525553617345002
1,117,0,40,0,0,0,13,2,0,34,4,54,88,0,0,1,0.9394982238044848
0,41,0,68,0,0,0,0,0,0,23,3,36,72,0,9,1,0.9932589995597163
0,290,1,150,1,1,2,28,1,0,86,3,65,116,6,1,0,0.015493628792390256
1,95,0,53,1,0,0,15,4,1,41,2,40,64,0,0,1,0.9501593418044484
0,34,0,0,1,0,0,0,0,0,47,2,61,89,11,5,0,0.2782908340496024
0,72,0,166,1,1,1,18,2,0,59,0,80,100,0,0,0,0.03739633124820991
1,19,0,61,1,0,2,16,0,1,81,7,68,100,0,1,0,0.1251742699924812
0,664,0,185,1,0,1,31,0,0,82,0,80,100,0,0,0,0.0024077254658778496
1,216,0,128,1,0,0,0,0,0,64,0,61,96,1,1,1,0.2938349104859439
0,443,1,99,1,1,2,24,0,0,74,2,37,96,7,0,0,0.16994574033266002
0,23,0,105,1,0,1,43,1,0,60,0,46,84,8,0,1,0.9071386002057218
0,79,0,0,0,0,0,0,0,0,19,0,80,100,0,0,0,0.11058416960292235
0,73,0,35,0,0,0,10,2,0,17,0,55,89,0,4,1,0.360658679910692
0,92,0,0,0,0,0,0,0,0,52,1,79,109,4,3,0,0.041885181344058116
1,112,0,0,0,0,0,0,0,0,25,0,80,100,0,0,0,0.16695641924341476
0,83,0,142,0,0,1,15,1,0,33,7,80,102,0,1,0,0.042164771114774714
1,0,0,94,0,0,2,35,2,1,59,0,80,100,0,0,0,0.013883379618034965
1,116,0,33,1,0,0,7,4,0,48,3,53,89,8,0,0,0.8084409575953154
1,79,0,52,1,0,1,10,1,0,58,3,50,80,5,6,1,0.9118677875020008
0,127,0,103,1,0,2,61,0,0,89,0,80,100,0,0,0,0.07843663419727824
1,68,0,173,1,1,0,0,0,0,72,3,44,76,0,1,1,0.8022303720201583
1,54,0,0,0,0,0,16,2,1,14,6,80,84,0,0,1,0.4934426827845241
0,91,0,86,1,0,2,28,3,0,70,0,80,100,0,0,0,0.018725953704571367
1,600,0,197,1,0,3,0,0,0,98,0,80,100,0,0,0,0.007305566360904401
0,209,1,258,1,0,1,36,1,0,73,0,80,100,0,0,0,0.012424419078802505
0,314,1,70,0,1,1,35,1,0,46,1,80,92,0,2,0,0.5477444632298824
1,0,0,0,0,0,2,0,0,0,22,4,80,95,0,3,1,0.7251906193965499
1,45,0,0,1,0,1,0,0,0,63,0,80,100,0,0,0,0.24742954346105347
0,243,0,0,0,0,1,0,0,0,27,3,80,97,0,2,0,0.2399795862893944
0,151,0,100,0,0,3,15,2,0,48,3,65,96,15,1,0,0.44430151286149877
1,36,0,64,0,0,1,17,2,1,52,6,41,85,7,5,1,0.8936062968445376
1,129,0,51,0,1,2,11,4,0,20,1,76,107,4,1,0,0.39933676351802017
1,20,1,34,1,1,1,0,0,0,43,0,80,100,0,0,0,0.0052203528655772585
1,224,0,131,0,1,0,0,0,0,37,0,80,104,7,2,0,0.045393931820910415
0,148,1,99,1,0,2,25,0,0,64,0,80,100,0,0,0,0.01412912717131179
0,312,1,0,1,0,1,19,1,0,42,0,80,100,0,0,0,0.010715121501723315
1,136,0,20,0,0,0,0,6,0,16,3,51,86,0,1,1,0.9445962571616889
1,66,0,269,0,0,0,32,7,0,32,1,45,71,8,2,1,0.8836164255608262
0,57,0,42,1,1,4,0,0,0,63,0,80,100,0,0,0,0.031112152595851802
1,0,0,0,0,0,0,0,0,0,0,4,55,89,0,1,0,0.9277301284037341
1,0,0,30,1,0,1,7,2,0,30,3,80,123,0,3,0,0.06036849150735176
0,310,0,205,0,0,0,20,1,1,59,1,45,80,11,4,0,0.6781361524180511
0,0,0,3,1,0,5,16,0,0,39,0,80,100,0,0,0,0.0031786750946756455
0,323,1,97,1,0,1,31,1,0,65,0,80,100,0,0,0,0.0007997293921241321
0,166,0,63,1,0,0,24,0,0,60,0,68,104,0,0,0,0.2684251730964309
1,41,1,22,1,0,1,10,3,0,45,0,63,94,0,0,0,0.131251087142834
1,54,0,0,1,0,0,0,0,0,51,1,52,87,0,0,1,0.820923989120389
1,135,0,157,0,0,2,0,0,0,54,6,54,77,0,2,0,0.6500474149206007
0,140,0,0,0,0,0,0,0,0,37,2,49,89,0,2,0,0.23504889263831485
0,219,0,74,0,0,2,1,1,0,26,2,80,121,0,0,0,0.0035348873009542403
1,15,0,19,0,0,2,0,5,0,13,4,72,105,3,1,1,0.2788737714257862
0,55,0,0,1,0,3,0,0,0,87,7,59,98,3,0,0,0.2866974539861342
1,422,1,145,1,0,0,18,0,1,76,4,56,90,4,5,1,0.47718201326727533
0,214,0,184,1,0,1,25,1,1,84,2,58,87,0,0,0,0.26168194297568936
0,264,0,0,1,0,1,0,0,0,72,1,57,96,0,3,1,0.8540849890419168
0,78,0,20,0,1,2,24,0,1,38,0,80,100,0,0,0,0.00021389111999695434
1,317,0,0,1,0,2,0,0,0,93,1,72,105,0,1,0,0.004310730983849658
1,24,0,0,0,0,0,0,0,0,5,1,76,104,0,0,0,0.2248770255540959
0,206,1,52,0,0,0,10,2,0,20,1,76,108,5,1,0,0.011934135095852935
1,106,0,32,1,0,0,23,2,0,35,4,43,80,3,2,1,0.882641958088711
1,321,0,234,1,0,7,20,0,1,92,0,80,100,0,0,0,0.017527535924305185
1,127,0,76,1,1,0,24,0,0,48,3,50,91,0,3,0,0.1777226654887703
1,130,0,164,1,0,5,29,0,0,71,2,77,104,4,0,0,0.052042234933825815
1,210,0,78,1,0,0,11,1,0,39,5,44,86,0,4,1,0.9306807657069841
0,35,0,77,1,0,1,18,3,0,39,11,51,77,0,2,1,0.9807289029402768
0,62,0,106,1,1,1,19,0,1,73,2,62,93,9,3,0,0.09466103684568361
0,141,0,6,1,0,0,5,3,0,20,1,68,94,0,0,1,0.8697778157422845
1,149,0,33,0,0,0,13,2,1,25,0,46,77,0,3,1,0.9477402521408702
1,119,0,58,0,0,0,0,0,0,19,6,71,112,5,0,0,0.5309309008099725
0,229,0,50,1,1,1,17,1,0,61,2,76,117,0,0,0,0.024796469440559712
0,91,0,8,1,0,1,35,0,0,56,3,51,79,0,3,0,0.13291319324272005
1,459,0,259,1,1,0,24,0,0,77,2,78,105,0,0,0,0.009382533350892348
1,111,0,0,0,0,1,0,0,0,19,2,80,90,0,3,1,0.8293378322203033
1,137,0,55,1,0,0,5,1,0,39,4,46,78,4,3,1,0.9012095834867374
1,121,1,145,1,0,0,53,1,1,81,6,51,73,0,1,0,0.9527916166227949
1,45,0,0,0,0,0,0,0,0,27,1,80,107,6,1,0,0.1334759098786262
0,150,0,6,0,0,0,25,0,1,40,1,54,86,0,3,0,0.1913073430815138
1,115,0,30,0,0,1,7,0,0,19,0,80,79,0,2,1,0.9699447514348744
1,289,1,52,1,0,1,13,0,0,53,0,57,89,0,0,0,0.15446979847089662
0,119,0,0,1,1,2,0,0,0,82,2,66,100,1,0,0,0.0934822899890399
0,0,0,147,0,0,2,9,0,1,48,0,80,100,0,0,0,0.00478444339355421
1,146,0,0,1,0,0,0,0,0,54,0,80,80,4,1,1,0.7956511402807828
1,132,1,55,0,0,0,0,0,0,60,0,80,100,0,0,0,0.011534446350357674
1,0,0,46,0,0,0,10,5,1,9,1,80,87,0,2,1,0.8674836376240634
0,119,1,99,0,1,2,33,0,0,61,0,80,100,0,0,0,0.0026073613813409778
0,444,1,139,0,0,2,38,1,1,77,2,48,87,0,2,0,0.37146474766941223
1,0,0,44,0,0,0,0,0,0,21,0,80,100,0,0,0,0.0792390663992935
0,201,0,97,1,0,5,0,0,0,100,3,46,77,29,5,1,0.9709491623022292
0,292,0,184,0,0,1,33,0,0,61,1,86,121,0,0,0,0.0008949472329736247
1,142,0,0,0,0,0,0,0,0,50,4,80,95,0,0,1,0.15978234954558299
0,232,0,181,1,0,0,23,1,1,82,0,77,111,3,4,0,0.012836965821270377
0,94,0,86,1,0,3,11,5,1,56,0,45,88,4,0,1,0.5821973612369823
0,392,0,0,1,0,0,0,0,0,78,2,49,80,4,2,0,0.10115527295019382
0,234,0,0,1,0,0,0,0,0,60,0,80,100,0,0,0,0.049245621527739265
0,102,0,62,0,0,1,24,3,1,56,0,80,100,0,0,0,0.04908012522453241
0,92,0,0,1,0,1,0,0,0,64,3,72,96,0,0,0,0.1505531404101873
1,0,0,78,0,0,0,13,0,1,28,5,50,80,0,1,0,0.7039677156340217
1,229,0,188,1,0,4,27,2,0,80,0,80,100,0,0,0,0.003962535839022233
1,117,0,69,1,0,0,22,0,0,50,0,80,100,0,0,0,0.0017744164546678405
1,70,0,0,1,1,0,18,1,1,41,0,43,65,0,1,1,0.9837831227581173
0,387,0,90,0,0,2,0,0,0,47,5,74,105,0,2,1,0.06450369950786086
1,0,0,0,0,0,0,0,0,0,0,3,80,114,0,0,1,0.30450647027777855
1,127,0,0,0,0,0,0,0,0,77,1,76,117,4,1,0,0.10248744810472357
1,250,1,37,0,0,1,17,5,0,25,4,57,91,0,1,1,0.6346188786510427
1,179,0,0,0,0,0,0,0,0,84,6,42,84,0,0,1,0.8469992468700057
1,58,0,19,0,0,1,12,5,0,2,0,80,100,0,0,1,0.7327422274401907
1,101,0,0,1,1,0,0,0,0,71,1,66,101,0,1,0,0.057637277126995526
1,88,0,79,0,0,1,10,1,0,27,4,80,120,0,0,0,0.04382384407239094
0,135,0,104,0,0,0,0,0,0,57,0,43,78,1,1,1,0.9362390161960299
0,61,1,81,0,1,2,32,0,0,65,0,80,100,0,0,0,0.012736307500211076
1,72,1,2,0,0,2,15,4,0,10,0,36,72,0,0,1,0.8071010363519446
1,0,0,0,0,0,1,19,1,1,22,2,76,102,0,2,0,0.012627260873005617
1,68,1,48,1,1,7,15,0,0,77,4,68,97,8,1,0,0.04046488907857876
1,0,0,0,0,0,0,0,0,0,0,0,80,100,0,0,1,0.508301936929428
1,6,0,58,0,0,2,0,0,0,54,2,55,95,4,0,0,0.19261783127023022
1,93,0,91,1,1,2,20,0,0,69,4,80,88,0,2,1,0.5028358990842274
0,70,0,161,1,0,0,13,1,1,63,3,56,88,10,3,0,0.18410134553468127
1,24,0,115,0,0,2,42,1,0,54,6,40,79,0,4,1,0.9513882810629047
0,235,1,332,1,0,3,18,0,0,77,0,80,100,0,0,0,0.0037466821060891616
1,0,0,0,1,0,0,0,0,0,20,3,52,96,5,2,1,0.8044217031977263
1,0,0,0,0,0,0,0,0,0,0,2,80,94,0,3,0,0.25207162654163967
0,103,0,61,1,0,0,15,6,0,30,7,50,92,0,4,1,0.9575481363060643
1,1,0,15,0,0,1,22,7,0,7,0,80,100,0,0,1,0.08009346501584819
1,217,0,0,1,0,0,0,0,0,60,0,80,110,3,0,0,0.36154201420627835
1,272,0,43,0,0,1,24,1,0,31,3,92,129,3,2,0,0.001141429239232533
1,85,0,0,0,0,0,7,1,0,7,3,52,83,0,2,1,0.9444015155259436
0,117,0,90,0,0,1,0,5,0,21,1,71,104,0,0,0,0.15554265250756388
0,82,0,78,0,0,1,52,3,0,39,0,80,100,0,0,0,0.02772286709385282
0,177,1,162,1,0,3,4,1,0,67,1,75,105,7,1,0,0.021780591091079486
1,68,0,0,1,1,0,0,0,0,57,4,45,83,5,0,1,0.732951060764893
0,178,0,147,1,1,0,27,1,1,85,2,80,88,0,5,0,0.03654184397547142
1,0,0,0,0,0,0,0,0,0,0,0,80,100,0,0,0,0.008966139791663589
1,111,1,81,0,1,1,11,0,0,27,3,80,120,0,0,0,0.01185979373312145
1,201,0,129,1,0,0,21,1,0,67,1,80,103,9,1,0,0.21095575722562748
1,29,0,0,0,0,0,0,0,0,2,1,62,98,6,4,1,0.7761340742672599
0,109,0,0,1,1,0,0,0,0,62,0,54,77,2,0,0,0.4124151988392323
1,66,1,155,1,0,3,36,0,1,89,0,80,112,10,1,0,0.005251221515183513
1,32,0,66,1,1,4,11,2,0,47,0,50,83,5,4,1,0.5502259898926606
1,115,0,46,0,1,0,16,4,0,25,0,72,97,13,3,1,0.085251537810828
