is_muted,time_unmuted,is_speaking,speaking_duration,camera_on,hand_raised,hand_raise_count,message_length,hesitation_count,has_question,confidence_level,missing_assignments,grade_average,grade_trend,days_since_submission,late_submissions,struggle_label,_latent_p
1,168,0,0,0,1,1,0,0,0,22,0,80,100,0,0,0,0.008618714369969914
0,0,0,0,1,0,2,0,5,0,15,4,47,73,7,1,1,0.9613170951931257
1,180,0,34,1,0,3,0,0,0,67,3,80,91,10,5,1,0.806903966331827
0,142,0,15,1,1,2,22,1,0,45,3,49,86,11,1,1,0.8900325831850784
1,69,0,101,0,0,0,48,3,0,40,4,36,72,13,11,1,0.9949192989367478
1,97,0,75,0,0,0,3,2,0,14,2,48,86,0,0,1,0.8469822084124814
1,0,0,0,0,0,1,0,3,0,0,1,56,101,4,1,0,0.5721526389625425
1,32,0,37,1,1,2,0,0,0,60,0,80,100,0,0,0,0.02942647774281703
0,272,1,59,1,1,0,21,0,0,47,1,80,108,3,2,0,0.04537069661910965
0,124,0,45,1,1,3,26,0,0,79,0,48,75,0,0,0,0.6808588320537209
1,156,0,39,0,0,0,25,0,1,40,7,56,86,2,4,1,0.566221317987056
0,226,0,189,1,0,4,0,0,0,90,6,69,101,0,5,0,0.017444631638531355
1,183,0,161,1,0,1,13,1,1,81,0,80,100,0,0,0,0.06463651220429432
1,0,0,10,0,0,2,20,0,0,25,0,80,100,0,0,0,0.04918817320266601
1,0,0,8,1,1,1,0,0,0,39,0,64,106,0,3,0,0.07204120460253087
0,430,0,0,0,0,0,0,0,0,100,0,80,100,0,0,0,0.012841477845227524
0,93,0,0,0,0,0,0,0,0,24,0,80,100,0,0,0,0.013005692517447615
1,6,0,0,0,0,0,0,0,0,2,3,78,115,13,3,0,0.007182680816628019
1,54,0,216,0,1,3,12,0,0,48,0,80,100,0,0,0,0.06853872120951478
1,112,0,109,0,0,0,24,1,0,34,1,80,97,0,0,1,0.3586609159993053
0,96,0,0,1,0,6,0,0,0,73,2,68,103,0,1,0,0.15112132421058858
1,20,0,0,0,0,2,0,0,0,25,2,75,99,0,1,0,0.1266226308591051
0,103,0,32,0,0,0,3,0,0,12,3,37,69,0,4,1,0.9906357217271544
1,27,0,37,0,0,0,4,3,0,0,0,80,100,0,0,0,0.23067744053143607
1,220,0,0,1,0,2,0,0,0,89,7,41,79,0,4,1,0.8557685932065835
0,268,0,137,0,0,0,0,0,0,40,3,65,100,4,1,0,0.16567229713201007
0,13,0,67,0,1,0,20,0,0,41,0,80,112,0,0,0,0.0030696238175327716
1,121,1,2,0,0,3,25,0,0,28,2,60,99,0,0,0,0.03793161558805117
1,30,1,101,0,0,2,14,3,0,40,0,80,100,0,0,0,0.14920608552005749
0,262,1,66,1,0,2,9,1,0,50,0,80,100,0,0,0,0.05653217777115587
1,116,0,0,1,0,0,10,1,0,29,2,56,101,0,3,0,0.3262957133802803
1,123,0,0,1,0,1,0,2,0,26,0,80,100,0,0,0,0.1325014095817361
0,318,1,146,1,0,2,33,1,0,86,5,60,97,0,0,0,0.026679666095684448
0,158,0,220,1,1,3,65,1,0,77,0,80,100,0,0,0,0.14838033509405021
0,94,0,0,0,0,0,0,0,0,47,4,79,102,0,0,0,0.10664026781243449
1,104,0,31,1,0,0,17,1,0,37,0,80,100,0,0,1,0.315141210813434
1,34,0,0,1,0,0,0,0,0,49,0,80,100,0,0,0,0.47730956059724383
1,0,0,9,1,0,2,13,3,0,32,0,65,99,1,0,0,0.2283536208094032
1,192,0,228,1,0,2,29,0,0,80,1,86,118,0,4,0,0.007465106949572959
0,95,0,0,0,0,1,0,0,0,19,2,61,92,0,13,0,0.3633027182180199
0,229,0,105,1,0,1,9,2,1,59,1,78,110,0,1,0,0.015162284534965055
1,14,0,37,1,0,1,14,3,0,32,4,64,96,3,4,0,0.2508405271839905
1,0,1,31,0,0,1,8,5,1,9,0,85,115,5,4,0,0.004133178657048859
1,39,0,0,1,0,3,0,0,0,72,0,78,120,15,0,0,0.0067009174691092955
1,80,0,0,0,0,0,0,0,0,25,2,80,82,0,7,1,0.9280360452117676
0,6,0,21,0,1,1,25,1,1,39,2,75,108,0,3,0,0.018893677870071807
1,158,0,100,1,1,0,20,3,1,67,5,73,110,0,0,0,0.055381286825137
0,317,0,9,0,0,0,30,0,1,38,2,73,104,3,1,0,0.05340273683929287
0,104,0,37,0,0,0,0,0,0,31,1,80,84,5,1,1,0.8215803934179015
1,20,0,0,1,0,4,0,0,0,68,0,80,100,0,0,0,0.08543424151272423
0,55,1,6,1,0,1,17,0,0,40,2,48,72,9,5,1,0.8014088536814539
0,312,0,315,1,1,1,41,1,0,76,3,94,130,3,1,0,0.00021908040996155493
1,0,0,55,0,0,0,0,0,0,33,5,80,81,4,3,1,0.9247374696446202
1,60,0,2,0,1,5,30,0,0,36,0,85,118,1,1,0,0.007390825451092121
0,312,0,109,0,0,0,22,4,0,36,5,60,95,0,5,0,0.4596963841222753
1,155,0,27,0,0,0,0,3,0,2,5,44,72,10,3,1,0.9766586567941069
0,68,0,6,1,0,1,12,0,0,35,0,80,100,0,0,0,0.0288210004602066
0,109,0,0,0,0,1,0,0,0,13,2,52,87,0,0,1,0.7228238655516785
0,66,0,55,1,0,0,58,1,0,43,4,52,87,0,4,1,0.8406277108128397
1,0,0,99,0,0,1,41,1,0,47,0,80,100,0,0,0,0.37965238090067793
1,154,0,0,0,0,0,0,0,0,19,0,80,100,0,0,0,0.7125005220741158
1,22,0,0,0,0,0,0,0,0,1,1,51,81,12,2,1,0.7891604987515479
0,202,0,23,1,0,0,0,0,0,48,0,80,100,0,0,0,0.007195631463238166
0,221,0,103,1,0,1,10,1,0,72,0,80,100,0,0,0,0.004779163204579213
1,20,0,26,0,0,0,0,0,0,14,0,60,105,0,3,0,0.3017817097158081
0,150,0,79,0,0,2,0,0,0,58,0,80,100,0,0,0,0.018166401260344172
1,9,0,55,1,0,3,0,0,0,64,0,80,100,0,0,0,0.41007528007824373
1,0,0,61,0,0,0,18,0,0,20,5,93,112,0,3,0,0.01715343755615873
1,0,0,0,1,0,0,0,0,0,27,8,75,111,3,8,0,0.030375832069611163
1,367,0,0,1,1,0,0,0,0,70,0,80,100,0,0,0,0.13771882844669076
1,376,0,157,0,1,0,21,5,0,29,0,85,110,0,2,0,0.043252546136631834
1,79,1,0,0,0,2,10,0,1,29,9,58,96,10,6,1,0.9028096986791593
0,124,1,163,0,0,2,33,1,1,59,1,55,85,4,0,1,0.24130502167201137
0,691,1,82,1,0,2,30,0,0,73,5,55,94,4,2,1,0.13042477629169047
1,49,0,0,0,0,0,0,0,0,13,3,44,83,0,2,1,0.9777717637693738
0,114,0,34,0,0,1,20,0,0,39,6,62,100,0,0,0,0.3163553485967463
0,67,0,0,1,0,3,0,0,0,87,1,74,110,0,2,0,0.03476090319143951
1,55,1,55,0,1,1,16,1,0,47,0,80,107,5,0,0,0.21272339925652334
0,92,0,13,0,0,0,0,0,0,14,1,96,123,2,0,0,0.000305945567582311
0,154,0,0,1,0,1,0,0,0,65,1,80,92,3,0,0,0.28630062741244444
0,95,0,54,1,0,0,13,1,0,42,0,80,100,0,0,0,0.034695932279022526
1,201,1,228,1,1,0,28,1,0,68,0,80,100,0,0,0,0.1678510112254119
0,138,0,16,1,0,2,0,0,0,49,5,59,99,11,2,1,0.5357134926545166
1,0,0,6,0,0,0,7,1,1,12,0,80,100,0,0,0,0.2858402796218425
0,186,0,205,0,0,4,0,0,0,65,0,80,100,0,0,0,0.002084176604721829
0,190,0,0,1,0,0,0,0,0,58,4,65,116,0,0,0,0.011650580817958436
1,232,0,23,1,0,0,0,0,0,59,0,80,100,0,0,0,0.0038003183246543117
0,54,1,26,1,1,6,0,0,0,62,1,80,112,9,2,0,0.001971053395384577
1,108,0,56,0,0,0,0,4,0,15,0,80,100,0,0,0,0.19509309577967388
1,111,0,184,0,1,0,52,2,0,44,4,34,81,7,0,0,0.958498843925338
1,294,1,172,0,1,1,16,0,0,52,2,79,112,6,0,0,0.0077219500262901385
0,53,1,49,0,0,1,14,3,0,19,0,80,100,0,0,0,0.06306957526332818
0,245,0,36,1,1,0,8,2,0,36,0,80,100,0,0,1,0.07407210182823233
0,69,0,0,0,0,2,0,0,0,28,2,41,64,0,4,1,0.9942282704199239
1,90,0,3,0,1,0,7,2,0,4,2,80,105,3,1,0,0.0606999761395416
1,310,0,67,1,0,0,11,1,1,53,1,34,77,0,1,1,0.9183411078146834
1,209,0,154,0,0,2,29,3,0,46,1,80,88,9,3,1,0.8200359294808707
1,21,0,50,0,0,0,0,0,0,23,0,94,117,0,0,0,0.015832100451203354
0,0,0,0,0,0,0,0,0,0,0,2,57,101,0,1,0,0.4097649120760481
1,40,0,67,0,0,0,45,4,0,24,0,49,73,10,5,1,0.9711672785791093
0,150,0,56,1,1,2,45,1,0,79,4,55,82,4,2,0,0.09385851830816602
1,213,1,70,1,1,1,35,2,0,79,2,80,102,0,0,0,0.05287862857231434
1,43,0,0,1,0,0,0,0,0,36,2,80,70,5,3,0,0.4809691870134315
1,123,0,0,1,0,1,0,0,0,69,0,80,100,0,0,0,0.42814724035093227
0,419,0,0,1,0,0,0,0,0,77,0,80,100,0,0,0,0.003692371702112665
0,67,1,22,1,0,0,0,0,0,61,2,42,79,0,4,1,0.9481516313768429
1,0,0,55,1,0,0,0,3,0,25,1,34,78,13,2,1,0.9942986397066865
0,136,0,0,1,0,1,0,0,0,39,0,80,100,0,0,0,0.017818783148174522
0,0,0,30,1,0,4,22,0,1,73,0,68,105,0,2,0,0.03340973088103469
0,241,0,0,0,0,0,0,0,0,49,0,34,72,16,4,1,0.9926268116396082
0,263,0,0,1,1,1,0,0,0,89,1,53,87,0,0,1,0.8042622435384129
1,0,1,13,0,1,1,48,1,1,31,2,42,67,0,2,1,0.7567884054936429
1,143,0,43,1,0,0,24,0,1,67,2,69,114,0,0,0,0.35487852781221735
1,206,0,106,1,1,1,0,0,0,89,3,85,117,0,3,0,0.03892002418100891
1,58,0,0,0,0,0,0,0,0,15,0,80,100,0,0,0,0.37067464569004627
0,346,0,147,0,0,1,33,0,0,65,3,68,102,0,0,0,0.023348206438178625
0,112,1,56,1,1,2,32,1,0,86,1,52,80,1,1,0,0.019080715046504184
0,104,0,7,0,0,0,37,1,1,41,6,59,90,0,1,1,0.7362154932280391
1,158,1,114,0,0,1,12,0,0,40,0,80,107,2,0,0,0.014257313467826866
0,150,0,149,0,0,2,16,0,0,57,4,75,103,0,1,0,0.0045211255875973605
1,403,0,0,0,0,0,0,0,0,28,3,41,86,0,3,1,0.914315872202465
1,23,0,4,0,0,0,0,0,0,4,2,80,114,4,2,0,0.40735065111819707
0,243,0,44,1,0,4,0,0,0,66,0,80,100,0,0,0,0.015552098674791397
0,273,0,0,0,0,0,0,0,0,69,0,40,76,7,2,1,0.7731622611223549
1,5,0,6,1,0,0,14,0,1,38,0,80,112,0,0,0,0.10973198967213374
0,210,0,82,1,1,0,18,0,0,65,0,80,100,0,0,0,0.005219198163888947
0,33,0,84,1,1,1,16,3,0,49,5,80,106,0,3,1,0.39142583328153624
1,214,1,37,1,0,0,11,2,0,34,0,80,100,0,0,0,0.04133004811006206
0,96,1,39,1,1,6,19,0,1,62,4,80,108,0,0,0,0.03425769193739093
0,188,1,282,1,0,0,27,0,1,81,3,43,73,0,3,1,0.8724729380263506
0,163,0,0,1,0,2,0,0,0,96,0,80,100,0,0,0,0.11415310200052273
1,0,0,44,0,1,0,0,0,0,11,2,74,100,0,7,0,0.23168201560363857
0,342,1,113,1,0,0,0,0,0,74,0,73,100,34,1,0,0.09466816388432944
1,0,0,11,1,0,0,0,0,0,29,4,81,110,0,3,0,0.13920958777214126
1,0,0,11,1,0,0,22,3,0,31,0,80,100,0,0,0,0.011858286468949257
1,187,0,0,0,0,2,0,0,0,45,2,64,100,2,1,0,0.015259780835246038
1,0,0,36,0,0,0,2,6,0,0,4,46,83,0,2,1,0.9635523158804961
1,11,0,31,1,0,0,0,6,0,21,2,80,116,0,1,0,0.09909681769661643
0,218,0,95,1,0,1,23,0,1,92,0,80,100,0,0,0,0.0031413324384945932
0,245,1,258,0,0,0,0,0,0,49,2,80,124,0,0,0,0.0016663035382260864
1,0,0,0,0,0,1,0,3,0,0,0,80,100,0,0,1,0.8346908342950442
0,0,1,0,1,0,0,20,1,0,27,0,80,100,0,0,0,0.0061491034852645165
0,171,0,0,0,0,0,0,0,0,61,1,64,101,8,1,0,0.0071594034606183524
0,178,0,0,0,1,4,0,0,0,47,3,70,105,1,0,0,0.003976019073017916
0,274,0,0,1,1,1,0,0,0,74,2,47,93,5,1,0,0.29298735667764836
0,285,1,104,1,1,0,18,2,0,48,0,78,110,0,2,0,0.033759149069101935
1,178,0,0,0,0,0,0,0,0,100,6,51,92,17,0,1,0.7602769681743726
1,117,0,40,0,0,0,13,2,0,34,4,54,88,0,0,1,0.9418370701187814
0,41,0,68,0,0,0,0,0,0,23,3,36,72,0,9,1,0.9935338932827161
0,290,1,150,1,1,2,28,1,0,86,3,65,116,6,1,0,0.01614607275478369
1,95,0,53,1,0,0,15,4,1,41,2,40,64,0,0,1,0.9521070654536292
0,34,0,0,1,0,0,0,0,0,47,2,61,89,11,5,0,0.28678612258190644
0,72,0,166,1,1,1,18,2,0,59,0,80,100,0,0,0,0.03893463242400172
1,19,0,61,1,0,2,16,0,1,81,7,68,100,0,1,0,0.1298363043924143
0,664,0,185,1,0,1,31,0,0,82,0,80,100,0,0,0,0.0025105211157001265
1,216,0,128,1,0,0,0,0,0,64,0,61,96,1,1,1,0.3026057507427719
0,443,1,99,1,1,2,24,0,0,74,2,37,96,7,0,0,0.17593990424051675
0,23,0,105,1,0,1,43,1,0,60,0,46,84,8,0,1,0.9106093644810813
0,79,0,0,0,0,0,0,0,0,19,0,80,100,0,0,0,0.11477409722545494
0,73,0,35,0,0,0,10,2,0,17,0,55,89,0,4,1,0.3703779965759743
0,92,0,0,0,0,0,0,0,0,52,1,79,109,4,3,0,0.04359976831484703
1,112,0,0,0,0,0,0,0,0,25,0,80,100,0,0,0,0.17286710487352416
0,83,0,142,0,0,1,15,1,0,33,7,80,102,0,1,0,0.04389027891726451
1,0,0,94,0,0,2,35,2,1,59,0,80,100,0,0,0,0.014469011793894829
1,116,0,33,1,0,0,7,4,0,48,3,53,89,8,0,0,0.8148476943376145
1,79,0,52,1,0,1,10,1,0,58,3,50,80,5,6,1,0.9151783224581301
0,127,0,103,1,0,2,61,0,0,89,0,80,100,0,0,0,0.08152016309340306
1,68,0,173,1,1,0,0,0,0,72,3,44,76,0,1,1,0.8087956967078123
1,54,0,0,0,0,0,16,2,1,14,6,80,84,0,0,1,0.5039199476698484
0,91,0,86,1,0,2,28,3,0,70,0,80,100,0,0,0,0.019511814740991434
1,600,0,197,1,0,3,0,0,0,98,0,80,100,0,0,0,0.007615874484415979
0,209,1,258,1,0,1,36,1,0,73,0,80,100,0,0,0,0.012949317167724019
0,314,1,70,0,1,1,35,1,0,46,1,80,92,0,2,0,0.5581044003544392
1,0,0,0,0,0,2,0,0,0,22,4,80,95,0,3,1,0.7334637135462069
1,45,0,0,1,0,1,0,0,0,63,0,80,100,0,0,0,0.2553160199236458
0,243,0,0,0,0,1,0,0,0,27,3,80,97,0,2,0,0.24770676406074874
0,151,0,100,0,0,3,15,2,0,48,3,65,96,15,1,0,0.4546719034196034
1,36,0,64,0,0,1,17,2,1,52,6,41,85,7,5,1,0.8975257059912248
1,129,0,51,0,1,2,11,4,0,20,1,76,107,4,1,0,0.40943090657343656
1,20,1,34,1,1,1,0,0,0,43,0,80,100,0,0,0,0.005442575949282924
1,224,0,131,0,1,0,0,0,0,37,0,80,104,7,2,0,0.04724506835830538
0,148,1,99,1,0,2,25,0,0,64,0,80,100,0,0,0,0.0147249707408701
0,312,1,0,1,0,1,19,1,0,42,0,80,100,0,0,0,0.011168623061534379
1,136,0,20,0,0,0,0,6,0,16,3,51,86,0,1,1,0.9467491966851462
1,66,0,269,0,0,0,32,7,0,32,1,45,71,8,2,1,0.8878576652843114
0,57,0,42,1,1,4,0,0,0,63,0,80,100,0,0,0,0.0324006545234605
1,0,0,0,0,0,0,0,0,0,0,4,55,89,0,1,0,0.9304902415552899
1,0,0,30,1,0,1,7,2,0,30,3,80,123,0,3,0,0.06279011505381452
0,310,0,205,0,0,0,20,1,1,59,1,45,80,11,4,0,0.6872148280733256
0,0,0,3,1,0,5,16,0,0,39,0,80,100,0,0,0,0.0033142763853265473
0,323,1,97,1,0,1,31,1,0,65,0,80,100,0,0,0,0.000833930500576249
0,166,0,63,1,0,0,24,0,0,60,0,68,104,0,0,0,0.27673477603404895
1,41,1,22,1,0,1,10,3,0,45,0,63,94,0,0,0,0.13610423697734414
1,54,0,0,1,0,0,0,0,0,51,1,52,87,0,0,1,0.827002567905101
1,135,0,157,0,0,2,0,0,0,54,6,54,77,0,2,0,0.6595205851586314
0,140,0,0,0,0,0,0,0,0,37,2,49,89,0,2,0,0.24266799774794767
0,219,0,74,0,0,2,1,1,0,26,2,80,121,0,0,0,0.0036856283084669185
1,15,0,19,0,0,2,0,5,0,13,4,72,105,3,1,1,0.28737976918540326
0,55,0,0,1,0,3,0,0,0,87,7,59,98,3,0,0,0.29534434970314516
1,422,1,145,1,0,0,18,0,1,76,4,56,90,4,5,1,0.4876463887172261
0,214,0,184,1,0,1,25,1,1,84,2,58,87,0,0,0,0.2698597990548961
0,264,0,0,1,0,1,0,0,0,72,1,57,96,0,3,1,0.8592309640401297
0,78,0,20,0,1,2,24,0,1,38,0,80,100,0,0,0,0.00022304394846671389
1,317,0,0,1,0,2,0,0,0,93,1,72,105,0,1,0,0.004494407685306992
1,24,0,0,0,0,0,0,0,0,5,1,76,104,0,0,0,0.2322665248493733
0,206,1,52,0,0,0,10,2,0,20,1,76,108,5,1,0,0.012438580896863677
1,106,0,32,1,0,0,23,2,0,35,4,43,80,3,2,1,0.8869141644874973
1,321,0,234,1,0,7,20,0,1,92,0,80,100,0,0,0,0.01826403975753122
1,127,0,76,1,1,0,24,0,0,48,3,50,91,0,3,0,0.18393034793178462
1,130,0,164,1,0,5,29,0,0,71,2,77,104,4,0,0,0.0541491065084452
1,210,0,78,1,0,0,11,1,0,39,5,44,86,0,4,1,0.9333362863879725
0,35,0,77,1,0,1,18,3,0,39,11,51,77,0,2,1,0.9815052516703485
0,62,0,106,1,1,1,19,0,1,73,2,62,93,9,3,0,0.09831434129528455
0,141,0,6,1,0,0,5,3,0,20,1,68,94,0,0,1,0.8744517068059223
1,149,0,33,0,0,0,13,2,1,25,0,46,77,0,3,1,0.9497775145612788
1,119,0,58,0,0,0,0,0,0,19,6,71,112,5,0,0,0.5413534881674577
0,229,0,50,1,1,1,17,1,0,61,2,76,117,0,0,0,0.025830382157115857
0,91,0,8,1,0,1,35,0,0,56,3,51,79,0,3,0,0.1378180515318801
1,459,0,259,1,1,0,24,0,0,77,2,78,105,0,0,0,0.009780192677295118
1,111,0,0,0,0,1,0,0,0,19,2,80,90,0,3,1,0.8351881487134392
1,137,0,55,1,0,0,5,1,0,39,4,46,78,4,3,1,0.9048787123795584
1,121,1,145,1,0,0,53,1,1,81,6,51,73,0,1,0,0.9546413842149464
1,45,0,0,0,0,0,0,0,0,27,1,80,107,6,1,0,0.1383982194570131
0,150,0,6,0,0,0,25,0,1,40,1,54,86,0,3,0,0.1978753402172276
1,115,0,30,0,0,1,7,0,0,19,0,80,79,0,2,1,0.9711427634753135
1,289,1,52,1,0,1,13,0,0,53,0,57,89,0,0,0,0.16002334281076075
0,119,0,0,1,1,2,0,0,0,82,2,66,100,1,0,0,0.0970949813120933
0,0,0,147,0,0,2,9,0,1,48,0,80,100,0,0,0,0.004988203470863959
1,146,0,0,1,0,0,0,0,0,54,0,80,80,4,1,1,0.8023810722563103
1,132,1,55,0,0,0,0,0,0,60,0,80,100,0,0,0,0.012022203208391553
1,0,0,46,0,0,0,10,5,1,9,1,80,87,0,2,1,0.8722277743633542
0,119,1,99,0,1,2,33,0,0,61,0,80,100,0,0,0,0.002718657077293215
0,444,1,139,0,0,2,38,1,1,77,2,48,87,0,2,0,0.38130159760558685
1,0,0,44,0,0,0,0,0,0,21,0,80,100,0,0,0,0.08235132187561986
0,201,0,97,1,0,5,0,0,0,100,3,46,77,29,5,1,0.9721082894754519
0,292,0,184,0,0,1,33,0,0,61,1,86,121,0,0,0,0.000933216610304262
1,142,0,0,0,0,0,0,0,0,50,4,80,95,0,0,1,0.1654895095690622
0,232,0,181,1,0,0,23,1,1,82,0,77,111,3,4,0,0.013379056776842112
0,94,0,86,1,0,3,11,5,1,56,0,45,88,4,0,1,0.5923554343928458
0,392,0,0,1,0,0,0,0,0,78,2,49,80,4,2,0,0.10503013623736067
0,234,0,0,1,0,0,0,0,0,60,0,80,100,0,0,0,0.05124539575055092
0,102,0,62,0,0,1,24,3,1,56,0,80,100,0,0,0,0.051073539964839494
0,92,0,0,1,0,1,0,0,0,64,3,72,96,0,0,0,0.15599185045133981
1,0,0,78,0,0,0,13,0,1,28,5,50,80,0,1,0,0.7126265383630352
1,229,0,188,1,0,4,27,2,0,80,0,80,100,0,0,0,0.004131437792422148
1,117,0,69,1,0,0,22,0,0,50,0,80,100,0,0,0,0.0018502237001323013
1,70,0,0,1,1,0,18,1,1,41,0,43,65,0,1,1,0.984438382592786
0,387,0,90,0,0,2,0,0,0,47,5,74,105,0,2,1,0.06707936091794796
1,0,0,0,0,0,0,0,0,0,0,3,80,114,0,0,1,0.3134544568512716
1,127,0,0,0,0,0,0,0,0,77,1,76,117,4,1,0,0.10640730071836657
1,250,1,37,0,0,1,17,5,0,25,4,57,91,0,1,1,0.6442811518120207
1,179,0,0,0,0,0,0,0,0,84,6,42,84,0,0,1,0.8523519146616712
1,58,0,19,0,0,1,12,5,0,2,0,80,100,0,0,1,0.7408692164971766
1,101,0,0,1,1,0,0,0,0,71,1,66,101,0,1,0,0.05995633149830358
1,88,0,79,0,0,1,10,1,0,27,4,80,120,0,0,0,0.045614012816879046
0,135,0,104,0,0,0,0,0,0,57,0,43,78,1,1,1,0.9386956339591751
0,61,1,81,0,1,2,32,0,0,65,0,80,100,0,0,0,0.013274204923805565
1,72,1,2,0,0,2,15,4,0,10,0,36,72,0,0,1,0.8135422512356735
1,0,0,0,0,0,1,19,1,1,22,2,76,102,0,2,0,0.013160614279933347
1,68,1,48,1,1,7,15,0,0,77,4,68,97,8,1,0,0.04212389196503429
1,0,0,0,0,0,0,0,0,0,0,0,80,100,0,0,1,0.5187715942195966
1,6,0,58,0,0,2,0,0,0,54,2,55,95,4,0,0,0.19921973665309714
1,93,0,91,1,1,2,20,0,0,69,4,80,88,0,2,1,0.5133105050464966
0,70,0,161,1,0,0,13,1,1,63,3,56,88,10,3,0,0.19048021735536586
1,24,0,115,0,0,2,42,1,0,54,6,40,79,0,4,1,0.953290339917007
0,235,1,332,1,0,3,18,0,0,77,0,80,100,0,0,0,0.003906419440839171
1,0,0,0,1,0,0,0,0,0,20,3,52,96,5,2,1,0.810931427139213
1,0,0,0,0,0,0,0,0,0,0,2,80,94,0,3,0,0.2600549346076528
0,103,0,61,1,0,0,15,6,0,30,7,50,92,0,4,1,0.9592195060779147
1,1,0,15,0,0,1,22,7,0,7,0,80,100,0,0,1,0.08323624489384339
1,217,0,0,1,0,0,0,0,0,60,0,80,110,3,0,0,0.3712713120056416
1,272,0,43,0,0,1,24,1,0,31,3,92,129,3,2,0,0.0011902260258210462
1,85,0,0,0,0,0,7,1,0,7,3,52,83,0,2,1,0.9465615944204988
0,117,0,90,0,0,1,0,5,0,21,1,71,104,0,0,0,0.16112741807289951
0,82,0,78,0,0,1,52,3,0,39,0,80,100,0,0,0,0.028875185876003656
0,177,1,162,1,0,3,4,1,0,67,1,75,105,7,1,0,0.022691679883252904
1,68,0,0,1,1,0,0,0,0,57,4,45,83,5,0,1,0.7410739434545921
0,178,0,147,1,1,0,27,1,1,85,2,80,88,0,5,0,0.03804638500774173
1,0,0,0,0,0,0,0,0,0,0,0,80,100,0,0,0,0.009346317641685472
1,111,1,81,0,1,1,11,0,0,27,3,80,120,0,0,0,0.012361136499710984
1,201,0,129,1,0,0,21,1,0,67,1,80,103,9,1,0,0.21801646822501206
1,29,0,0,0,0,0,0,0,0,2,1,62,98,6,4,1,0.7833317370950921
0,109,0,0,1,1,0,0,0,0,62,0,54,77,2,0,0,0.4226073385520501
1,66,1,155,1,0,3,36,0,1,89,0,80,112,10,1,0,0.005474751402146154
1,32,0,66,1,1,4,11,2,0,47,0,50,83,5,4,1,0.560574685642736
1,115,0,46,0,1,0,16,4,0,25,0,72,97,13,3,1,0.08857722612479911
